Time(ND) X(ND) Y(ND) Z(ND) VX(ND) VY(ND) VZ(ND)
9.859628530995493412e-01 1.012353878043110278e+00 -3.409262605941466157e-02 3.526860560210299742e-03 -5.377287977689946263e-01 -1.175910474668478090e+00 2.029005954490939734e-01
9.880889420310199345e-01 1.011134781074738420e+00 -3.665122049357370099e-02 3.970388397255425646e-03 -5.426233393008286221e-01 -1.153211537864144764e+00 2.007426023534728265e-01
9.904119091669123520e-01 1.009790941885232218e+00 -3.939385851635097968e-02 4.449927696797606816e-03 -5.472657483141145640e-01 -1.131446498557429736e+00 1.986181865291287985e-01
9.929572995201335628e-01 1.008305861021614458e+00 -4.234350165446285064e-02 4.969942911172941548e-03 -5.518020541973212012e-01 -1.110511370159863898e+00 1.965341102634522163e-01
9.957536102526842736e-01 1.006660618329612289e+00 -4.552512535998789328e-02 5.535378015276565256e-03 -5.563692944048497235e-01 -1.090308151380689372e+00 1.944961453649172722e-01
9.988329544828818962e-01 1.004833302934208250e+00 -4.896626159625956654e-02 6.151776017119695711e-03 -5.610993782428721488e-01 -1.070739951204238594e+00 1.925090404419019519e-01
1.002231583163913253e+00 1.002798463202830170e+00 -5.269730544114881871e-02 6.825365918028866372e-03 -5.661218869597234304e-01 -1.051708513245138255e+00 1.905766323381910543e-01
1.005990673102820088e+00 1.000526320623050802e+00 -5.675203803343497472e-02 7.563199400245457053e-03 -5.715667771657719776e-01 -1.033110822756588609e+00 1.887018118413966994e-01
1.010157006596670293e+00 9.979819481294655015e-01 -6.116792867683661095e-02 8.373261834283126856e-03 -5.775665647103076505e-01 -1.014837003498882062e+00 1.868865932701760380e-01
1.014784136815603421e+00 9.951240239132950194e-01 -6.598683057423591902e-02 9.264673613661638177e-03 -5.842589676395868459e-01 -9.967663451360840865e-01 1.851319907664525644e-01
1.019933338413665069e+00 9.919035438344243616e-01 -7.125527626714844853e-02 1.024784331766634589e-02 -5.917890555948719378e-01 -9.787647926915834518e-01 1.834380528627148899e-01
1.025675030521812747e+00 9.882620203469042464e-01 -7.702505310640782310e-02 1.133470544647977377e-02 -6.003119308885077610e-01 -9.606805736057607570e-01 1.818037365965612107e-01
1.032090210193948199e+00 9.841293798502526169e-01 -8.335349857586413225e-02 1.253895126154820627e-02 -6.099952709614481217e-01 -9.423397908399910872e-01 1.802268126962881800e-01
1.039272511340734395e+00 9.794210723129723739e-01 -9.030403211603042768e-02 1.387636661120863514e-02 -6.210226238260457832e-01 -9.235397609219252457e-01 1.787036096145571962e-01
1.047330319284134781e+00 9.740346213565341804e-01 -9.794619869196476147e-02 1.536516435985066549e-02 -6.335965655619452130e-01 -9.040416745369482809e-01 1.772287519021518709e-01
1.056384862822544735e+00 9.678482853137918562e-01 -1.063513122666338157e-01 1.702556334814909686e-02 -6.479350759664367354e-01 -8.835706517700655516e-01 1.757953986508285771e-01
1.066562677720848340e+00 9.607232972296360085e-01 -1.155826459201738377e-01 1.887835404948576615e-02 -6.642578260895753983e-01 -8.618226605505044935e-01 1.743955580771816283e-01
1.078027744635827068e+00 9.524774413945047424e-01 -1.257204400027175373e-01 2.095064803798962413e-02 -6.828356174377708809e-01 -8.383859543920613167e-01 1.730149418148857199e-01
1.090970332919199981e+00 9.428863288755144900e-01 -1.368443522040097837e-01 2.327360173550084219e-02 -7.039706663489245786e-01 -8.127578219548855509e-01 1.716346201423093742e-01
1.105613009617323783e+00 9.316711526282897005e-01 -1.490293546247128953e-01 2.588321331275064349e-02 -7.280022953888302117e-01 -7.843140853188683703e-01 1.702289814234415055e-01
1.122217192382476192e+00 9.184832235121533905e-01 -1.623378453291317580e-01 2.882105238067107084e-02 -7.553116625408715645e-01 -7.522698009835424582e-01 1.687628297074874051e-01
1.141090314442333442e+00 9.028843532379392522e-01 -1.768060696241587071e-01 3.213483419808221830e-02 -7.863248604825501253e-01 -7.156267350915462844e-01 1.671869647038734530e-01
1.162594057839207107e+00 8.843215758603315546e-01 -1.924221868530509860e-01 3.587873879690378631e-02 -8.215143113697987998e-01 -6.731006255209740496e-01 1.654311520409760816e-01
1.187152660795111725e+00 8.620956329329609868e-01 -2.090905839163734736e-01 4.011297523346264021e-02 -8.613962651453749286e-01 -6.230207914857490703e-01 1.633926996360383077e-01
1.215261580324909829e+00 8.353214342665022940e-01 -2.265755789021171307e-01 4.490204095571922321e-02 -9.065255776907846785e-01 -5.631864425570186627e-01 1.609171067440639258e-01
1.247373226279663738e+00 8.030061449168625076e-01 -2.443496845896296066e-01 5.029001787067007706e-02 -9.572992312237690316e-01 -4.909393798120934571e-01 1.577766561701139103e-01
1.283108247239068467e+00 7.649032999521189202e-01 -2.611739678503122719e-01 5.616449587163446083e-02 -1.012764293356802847e+00 -4.049358872429061340e-01 1.537174683387218244e-01
1.320202552580628685e+00 7.229976651729022041e-01 -2.750739653824768038e-01 6.209799106635775084e-02 -1.069236084520684305e+00 -3.085688620702361495e-01 1.486433943344987740e-01
1.355707636434850150e+00 6.806698460760507441e-01 -2.846759780317069666e-01 6.758198618954346093e-02 -1.122440463799251331e+00 -2.086471199301817847e-01 1.426851925341779126e-01
1.388494626200855064e+00 6.396707681422044711e-01 -2.900377461442966709e-01 7.243346854214767483e-02 -1.171182532948845223e+00 -1.087597746504296026e-01 1.359122241980899037e-01
1.418494540017038563e+00 6.005474284194356471e-01 -2.917363577116330875e-01 7.664906844494397131e-02 -1.215917548507932766e+00 -1.000594192137380968e-02 1.283058390357988965e-01
1.445883416517175446e+00 5.634702357395556804e-01 -2.903830229159754528e-01 8.026647963392470608e-02 -1.257432075944615146e+00 8.725686366278305461e-02 1.198198741343064894e-01
1.470869677766229344e+00 5.284857381115062314e-01 -2.865300177480458177e-01 8.332942745156682318e-02 -1.296507003111895262e+00 1.828838801093313482e-01 1.104012478130458469e-01
1.493655088692877220e+00 4.955796577991623542e-01 -2.806609914564847097e-01 8.588119474370523032e-02 -1.333855805152331042e+00 2.768248161743233626e-01 9.999333978883404028e-02
1.514427731453185100e+00 4.647003110303721818e-01 -2.731943734126642820e-01 8.796328598146559152e-02 -1.370115299305059375e+00 3.690875083831035020e-01 8.853600546310357033e-02
1.533361196562643025e+00 4.357717476264089673e-01 -2.644891353227984410e-01 8.961508716904713345e-02 -1.405847973755757874e+00 4.597198603107124359e-01 7.596506722520483812e-02
1.550615105961608009e+00 4.087027777549709917e-01 -2.548509871686166495e-01 9.087376249772527448e-02 -1.441547498617933742e+00 5.487974984011799728e-01 6.221180824400868864e-02
1.566335893103613541e+00 3.833936355284773279e-01 -2.445385198189008180e-01 9.177423008322951881e-02 -1.477645074661297908e+00 6.364140297840479299e-01 4.720259401666652976e-02
1.580657771808509304e+00 3.597406858029809640e-01 -2.337689606660098285e-01 9.234918990259405325e-02 -1.514516176033214423e+00 7.226739763259956151e-01 3.085846633174837289e-02
1.593703759621828864e+00 3.376396672370398089e-01 -2.227233985150170736e-01 9.262917379413194985e-02 -1.552487351792980919e+00 8.076879100935936417e-01 1.309462133781235001e-02
1.605586437495375218e+00 3.169882782159040291e-01 -2.115516743670149136e-01 9.264260111631919536e-02 -1.591842113979420326e+00 8.915676158242876737e-01 -6.179891395497228573e-03
1.616408808202261183e+00 2.976877458258871401e-01 -2.003766730162729326e-01 9.241585456237408347e-02 -1.632826694896709174e+00 9.744231249130111960e-01 -2.706263592259991121e-02
1.626264999960896684e+00 2.796439878898861475e-01 -1.892982257123121959e-01 9.197336499805065790e-02 -1.675654920196895104e+00 1.056359809109956638e+00 -4.965810387557399730e-02
1.635241027658137725e+00 2.627681481111399098e-01 -1.783964498667306720e-01 9.133770211077960055e-02 -1.720512904924723419e+00 1.137476857107617478e+00 -7.407823202769014959e-02
1.643415426318526551e+00 2.469769496196236314e-01 -1.677347441689122365e-01 9.052967015446171384e-02 -1.767562925292986309e+00 1.217865609901366053e+00 -1.004427959398804249e-01
1.650859882591207528e+00 2.321927359780610323e-01 -1.573623493394877282e-01 8.956840383100916902e-02 -1.816946975110812934e+00 1.297608590123237704e+00 -1.288799297456057757e-01
1.657639810276876791e+00 2.183433685487749243e-01 -1.473165715472271875e-01 8.847146341494246946e-02 -1.868789847073425214e+00 1.376778710451682208e+00 -1.595266796719497782e-01
1.663814853802281668e+00 2.053620758814953262e-01 -1.376247436770178523e-01 8.725493376131905621e-02 -1.923201555012470809e+00 1.455438282460635557e+00 -1.925294574721178598e-01
1.669439396740137971e+00 1.931871431348892998e-01 -1.283058516551818240e-01 8.593351486858039068e-02 -1.980279677520287551e+00 1.533638610890728504e+00 -2.280447144176006857e-01
1.674008661318047375e+00 1.830146254878992351e-01 -1.203602098911496499e-01 8.468417415156427597e-02 -2.033221778483442321e+00 1.602665563604512844e+00 -2.617915184551019014e-01
1.678095944624880431e+00 1.736718578319084716e-01 -1.129436789423040599e-01 8.341104893788035823e-02 -2.086722754870796059e+00 1.669354893978075793e+00 -2.966745395497510929e-01
1.681714085053424679e+00 1.651855883340356268e-01 -1.061157558436342102e-01 8.214276972439830959e-02 -2.139950516023283011e+00 1.732942896629514840e+00 -3.321550475734544317e-01
1.684840402309096596e+00 1.576701577122458786e-01 -1.000024261774059564e-01 8.092460237101298248e-02 -2.191266750273466624e+00 1.791877124243630881e+00 -3.670944335942037950e-01
1.687253866300019611e+00 1.517401282294272569e-01 -9.513846878124171402e-02 7.989659157420916924e-02 -2.234859421542125357e+00 1.840260428741440357e+00 -3.973423488053020036e-01
1.689679202064347852e+00 1.456572679855181462e-01 -9.011573366025273091e-02 7.877739648486398183e-02 -2.282730451330354793e+00 1.891743370187277673e+00 -4.311622181031147805e-01
1.692200302670037182e+00 1.391901089034416616e-01 -8.474254798988771487e-02 7.751166145708671129e-02 -2.337506367167369259e+00 1.948682927334735915e+00 -4.706400623939336336e-01
1.694874273211021132e+00 1.321530972506764767e-01 -7.886255353480030317e-02 7.604017280035688109e-02 -2.402189512960883899e+00 2.013415789392075439e+00 -5.183393901855877228e-01
1.697544835585172773e+00 1.249208241170609163e-01 -7.279008486231516861e-02 7.441857795940441667e-02 -2.474904263120711878e+00 2.083200629591590136e+00 -5.733756092525137404e-01
1.700146170962798742e+00 1.176544408841225242e-01 -6.666719011209432111e-02 7.266949025217478431e-02 -2.555228521246655227e+00 2.156909371218117766e+00 -6.359365798481695364e-01
1.702552285445742442e+00 1.107124079485039270e-01 -6.080570503383916220e-02 7.087749963781952989e-02 -2.639768965851292837e+00 2.230955414006588811e+00 -7.038175464574587537e-01
1.704749594248721634e+00 1.041618595355957161e-01 -5.527238870517681840e-02 6.906946387332066339e-02 -2.727567791284987386e+00 2.304302117270882189e+00 -7.765693370852018163e-01
1.706755781246991122e+00 9.798125102488719484e-02 -5.005730740445996779e-02 6.725086518523107348e-02 -2.818596970323260731e+00 2.376777888187723953e+00 -8.544773338213326186e-01
1.708586307251980019e+00 9.215301497455409552e-02 -4.515208503885947966e-02 6.542761261156837538e-02 -2.912762673564559979e+00 2.448150516400220411e+00 -9.377915311839465362e-01
1.710254412954606451e+00 8.666423327423933287e-02 -4.055067769439901770e-02 6.360658741155793272e-02 -3.009867279895291681e+00 2.518109187819673522e+00 -1.026683894392661944e+00
1.711775747275517068e+00 8.149141036935586557e-02 -3.623683253542245991e-02 6.179055050156254114e-02 -3.109880303520266231e+00 2.586459884164860057e+00 -1.121494943390752619e+00
1.713164509476516217e+00 7.661246728762989566e-02 -3.219447579104693646e-02 5.998162746246665095e-02 -3.212768755514582075e+00 2.652984039298256214e+00 -1.222594958609490412e+00
1.714433464091661197e+00 7.200705050142548747e-02 -2.840818445643351550e-02 5.818150312037188160e-02 -3.318487611001481152e+00 2.717429383258808340e+00 -1.330379134881655379e+00
1.715594095908250960e+00 6.765636125333884809e-02 -2.486321748705602047e-02 5.639145760745926245e-02 -3.426977637620034489e+00 2.779506230751835893e+00 -1.445269690177378497e+00
1.716656751587573693e+00 6.354298741117900273e-02 -2.154551990818405136e-02 5.461238923906450160e-02 -3.538163236147242596e+00 2.838883330984514064e+00 -1.567718748099909520e+00
1.717630755508055440e+00 5.965079080408362128e-02 -1.844174815612132159e-02 5.284484779416974420e-02 -3.651948770118768284e+00 2.895182336145186941e+00 -1.698210511712097803e+00
1.718524540174224624e+00 5.596469585777062716e-02 -1.553919790205076507e-02 5.108901018928797139e-02 -3.768217622610765982e+00 2.947972871879073420e+00 -1.837267791942191364e+00
1.719345715879452285e+00 5.247068466075487103e-02 -1.282588176725618992e-02 4.934473742729010570e-02 -3.886824893734983188e+00 2.996763491875300112e+00 -1.985452821616129127e+00
1.720101180249088646e+00 4.915559969629918619e-02 -1.029044267026767677e-02 4.761153145824839616e-02 -4.007595205418183149e+00 3.040993876650024852e+00 -2.143376000835684803e+00
1.720797194828518561e+00 4.600704649292802068e-02 -7.922140078355857651e-03 4.588852244001368624e-02 -4.130316963435019417e+00 3.080023436258013447e+00 -2.311703509641522825e+00
1.721439453909634931e+00 4.301330321035170406e-02 -5.710836571964464023e-03 4.417444669601029023e-02 -4.254735007199620611e+00 3.113116903619440823e+00 -2.491166684423667732e+00
1.722031216608901572e+00 4.017263781112052901e-02 -3.653723099523863756e-03 4.247337223263911166e-02 -4.380113897324756422e+00 3.139349502658756563e+00 -2.681905580965677771e+00
1.722574350672136712e+00 3.748963246766819080e-02 -1.752043503820660542e-03 4.079366165276165912e-02 -4.505280970625125114e+00 3.157730518800007768e+00 -2.883374395339577845e+00
1.723084813177035546e+00 3.489629125130735282e-02 4.338531313481686237e-05 3.909612091559748481e-02 -4.632513448779844722e+00 3.167498209292341382e+00 -3.100993418899622434e+00
1.723560771394859525e+00 3.241072734652272747e-02 1.720059789318164126e-03 3.739410334769944361e-02 -4.760017924911517539e+00 3.167016898177257289e+00 -3.334054121283917205e+00
1.724003172250846427e+00 3.003786049630166946e-02 3.275517279263985559e-03 3.569369227607523121e-02 -4.886339443155723217e+00 3.154703850957712330e+00 -3.582416820746226360e+00
1.724413308350595031e+00 2.778096053365450638e-02 4.708995050080658044e-03 3.400063357359529859e-02 -5.009853115110747268e+00 3.128975686074096263e+00 -3.845656978564515160e+00
1.724793892485440461e+00 2.563517878568205566e-02 6.025230863419538466e-03 3.231497021426557592e-02 -5.129153271700873873e+00 3.088141885674942966e+00 -4.123929522259067504e+00
1.725147365213702155e+00 2.359639230874471111e-02 7.228457172151738809e-03 3.063705574506122783e-02 -5.242589551873009235e+00 3.030416913700654469e+00 -4.417105775529202027e+00
1.725475862417424899e+00 2.166152240134134113e-02 8.322278941905956670e-03 2.896794408750959227e-02 -5.348240091885268832e+00 2.953985379596505645e+00 -4.724626554144231605e+00
1.725744670989999952e+00 2.004972757123967345e-02 9.193335927447476852e-03 2.751398659620183859e-02 -5.432711005690400441e+00 2.870247102026012076e+00 -5.005043598822495277e+00
1.726014150843058648e+00 1.840913158006005079e-02 1.003794322931133610e-02 2.596793175699385614e-02 -5.512885568400962555e+00 2.761940606672065091e+00 -5.315338154325166542e+00
1.726260677157082313e+00 1.688812275895202469e-02 1.077856710675896210e-02 2.446817750574844033e-02 -5.579134600491117091e+00 2.636262454992697624e+00 -5.627263298677846137e+00
1.726487257075707271e+00 1.547528173176363972e-02 1.142543268210060962e-02 2.301106388094665417e-02 -5.630554102883479572e+00 2.493218314429337834e+00 -5.939296226798612466e+00
1.726640010055712882e+00 1.451613932860333286e-02 1.183949773760335951e-02 2.198293808305226693e-02 -5.657998621362623659e+00 2.379139855625992173e+00 -6.163886265128912356e+00
1.726792269904099619e+00 1.355606350296724091e-02 1.223158887709770506e-02 2.091917216974248026e-02 -5.677762121232576398e+00 2.249150876895646967e+00 -6.399256312137334035e+00
1.726979512538606043e+00 1.237204119056976685e-02 1.268117051027879520e-02 1.955481928021226765e-02 -5.688870176379557719e+00 2.064019168394069847e+00 -6.704112562319820334e+00
1.727160256980838415e+00 1.122861127552676926e-02 1.307559596481592916e-02 1.817601819567044724e-02 -5.682087520010448145e+00 1.855329534392503588e+00 -7.013431765555067088e+00
1.727332287776904618e+00 1.014344444836848963e-02 1.340909743382805511e-02 1.680472624563018533e-02 -5.655543691070804790e+00 1.625900902528187197e+00 -7.319612080322160708e+00
1.727496965832072240e+00 9.111429940071373926e-03 1.368437595812472228e-02 1.543635221048832856e-02 -5.607651008323891517e+00 1.375231764204641882e+00 -7.620666711619185740e+00
1.727654871421420824e+00 8.132222084774279325e-03 1.390250241208179117e-02 1.407205570066384116e-02 -5.537087753636990684e+00 1.104134618351256147e+00 -7.913054700063204550e+00
1.727808499450737667e+00 7.193694854100174743e-03 1.406642186987821543e-02 1.269542357040547714e-02 -5.441517322600377682e+00 8.100719272615444222e-01 -8.196593536522900791e+00
1.727957985740396385e+00 6.298516636387756391e-03 1.417523405662433206e-02 1.130980736118360024e-02 -5.319658312953093215e+00 4.947450404793914958e-01 -8.466442831918755019e+00
1.728104116007206370e+00 5.445463601347430398e-03 1.422867278028961020e-02 9.912775290464147931e-03 -5.170213004211867691e+00 1.592390532843964979e-01 -8.718680425642656218e+00
1.728247517804489153e+00 4.634428374590538607e-03 1.422609801965108757e-02 8.503257139958054003e-03 -4.992400106391182035e+00 -1.944522497198145350e-01 -8.948895615829130179e+00
1.728388126078736153e+00 3.869161077090691337e-03 1.416712208616018737e-02 7.087249612226963029e-03 -4.787066016432460991e+00 -5.618186359932324514e-01 -9.151674482389886123e+00
1.728526191933852374e+00 3.151283595879793807e-03 1.405202135359244833e-02 5.668068337931480606e-03 -4.555720212251653578e+00 -9.382807674050933633e-01 -9.322661227278368656e+00
1.728588564468217736e+00 2.839084946677026232e-03 1.398086600764322437e-02 5.018830369668296140e-03 -4.441869784523521325e+00 -1.112114801438928602e+00 -9.389262961283275644e+00
1.728653668810711697e+00 2.521850020954324607e-03 1.389366391137867272e-02 4.336500001505366221e-03 -4.317129115691463959e+00 -1.295253654961582734e+00 -9.450996747671174703e+00
1.728716993534865187e+00 2.222151017983109260e-03 1.379607926618787138e-02 3.668814913194012439e-03 -4.190274544239744436e+00 -1.474416676988768549e+00 -9.502907980337662153e+00
1.728767288036295868e+00 1.990601570088195663e-03 1.370957053034704831e-02 3.136096013323602313e-03 -4.085768650243073452e+00 -1.616974345138591174e+00 -9.537918116008087921e+00
1.728807172080260246e+00 1.811195889850118106e-03 1.363530010843522385e-02 2.712359438445444571e-03 -4.000401561257778127e+00 -1.729837384544591572e+00 -9.560955698773902611e+00
1.728847831163961901e+00 1.632263537579118490e-03 1.355444462898459414e-02 2.279466237859900136e-03 -3.910510055584474287e+00 -1.844199343914652234e+00 -9.578165835130004524e+00
1.728870442569005350e+00 1.534539458282954683e-03 1.350724931763977454e-02 2.038446730389087500e-03 -3.858882230087172793e+00 -1.907201844481668962e+00 -9.583793289702892793e+00
1.728893312321740705e+00 1.437037040890760129e-03 1.345791015470951778e-02 1.794572953672950860e-03 -3.805291471734705944e+00 -1.970310757357647491e+00 -9.585981969007253412e+00
1.728915790585687340e+00 1.342548713872353423e-03 1.340785904944077553e-02 1.554862624417325959e-03 -3.751340643020628640e+00 -2.031690822971217614e+00 -9.584751381203988174e+00
1.728940898202165677e+00 1.238618801855966315e-03 1.335014764036702647e-02 1.287192538641298168e-03 -3.689978220544923193e+00 -2.099603691192091226e+00 -9.580343241152343481e+00
1.728942452696260013e+00 1.232240647920471947e-03 1.334651227312807879e-02 1.270624661009141015e-03 -3.686155251845607328e+00 -2.103791778701895598e+00 -9.580001591916976977e+00
