Time(ND) X(ND) Y(ND) Z(ND) VX(ND) VY(ND) VZ(ND)
3.649521015356347320e-01 1.007516327219151409e+00 2.250711900280908274e-03 -9.607801178962584567e-05 -6.891222896893107741e-01 -1.323738973265102814e+00 1.849794748968934255e-01
3.652168743231261616e-01 1.007352002073272912e+00 1.896130376496084954e-03 -4.722440376891754571e-05 -5.849312091326089869e-01 -1.371809036458265352e+00 1.863999066761807544e-01
3.654814736614764858e-01 1.007215605906871758e+00 1.530200801970928257e-03 1.826283585061003578e-06 -4.774545039069786889e-01 -1.411808426684376228e+00 1.867195195839792821e-01
3.657461729676383388e-01 1.007107786007680250e+00 1.154695482081077819e-03 5.083503958604871682e-05 -3.672126938985785238e-01 -1.443547275346179548e+00 1.859372185275379730e-01
3.660108693353642528e-01 1.007029232067619740e+00 7.719563323727694640e-04 9.949351076188828679e-05 -2.548933468235980992e-01 -1.466822645730621488e+00 1.840573242709389601e-01
3.662755509991073577e-01 1.006980405152986924e+00 3.842446883917888874e-04 1.475123604285820335e-04 -1.411600674454838722e-01 -1.481497909547428105e+00 1.810911315199929816e-01
3.665402091333868628e-01 1.006961586638492889e+00 -6.153028809396114960e-06 1.946067350547037904e-04 -2.668354429581583365e-02 -1.487488433313458591e+00 1.770564858977476674e-01
3.668049642739190652e-01 1.006972890796140163e+00 -3.971260498450211013e-04 2.405195793679646744e-04 8.791728237642680577e-02 -1.484758212640916675e+00 1.719749391178415354e-01
3.670697164544127755e-01 1.007014263078501282e+00 -7.862341404413759980e-04 2.849618054266255386e-04 2.019271460390624495e-01 -1.473319667899195329e+00 1.658778671959692808e-01
3.673344627294087839e-01 1.007085458833678615e+00 -1.171190954756387570e-03 3.276705398867693630e-04 3.146761872790201919e-01 -1.453240477288075150e+00 1.588014028332226935e-01
3.675993912551008824e-01 1.007186140304257016e+00 -1.550005320266977567e-03 3.684218720335514499e-04 4.255812323203475023e-01 -1.424615687283977916e+00 1.507813893464691468e-01
3.678644990859817332e-01 1.007315774639100159e+00 -1.920432859363143275e-03 4.069700539456944707e-04 5.339851826255112011e-01 -1.387596478519363963e+00 1.418634780076921953e-01
3.681298655971738665e-01 1.007473708570382431e+00 -2.280381157286676900e-03 4.430924782660187675e-04 6.392756852722883965e-01 -1.342369104477435959e+00 1.320956857511194626e-01
3.683956260241600944e-01 1.007659193570092260e+00 -2.627867563201564255e-03 4.765836351244239063e-04 7.408727258901777191e-01 -1.289147546735754046e+00 1.215280309908924328e-01
3.686687364532278410e-01 1.007877136513743777e+00 -2.969256178036780609e-03 5.079923416943495432e-04 8.406349670176472832e-01 -1.226519944488617453e+00 1.099153890767131103e-01
3.689063578234485496e-01 1.008088248955838262e+00 -3.251685159569848906e-03 5.326860479175393910e-04 9.231230547005330189e-01 -1.165788172470013206e+00 9.924720743054644967e-02
3.691266242007312792e-01 1.008300892850026331e+00 -3.500128984776956949e-03 5.532793234483370697e-04 9.956462666029350927e-01 -1.104565825559385539e+00 8.893539643246151094e-02
3.693993375486930297e-01 1.008585436975392380e+00 -3.788381519487269127e-03 5.755858540883237052e-04 1.079735512193336078e+00 -1.022581295925716116e+00 7.566935750990980147e-02
3.696714069552006765e-01 1.008891100439000876e+00 -4.052957689276824246e-03 5.941933995323525359e-04 1.156853954275997243e+00 -9.344491002795369816e-01 6.196220550615733069e-02
3.699431881571623171e-01 1.009216280060339033e+00 -4.292684385938985367e-03 6.090290697680835353e-04 1.226660248324696667e+00 -8.406317099639211143e-01 4.788381995164899679e-02
3.702147428893917125e-01 1.009558985947002441e+00 -4.506205600154434068e-03 6.200146416329810166e-04 1.288759996309691402e+00 -7.417032886724145291e-01 3.351959779961779379e-02
3.704861975669832552e-01 1.009917231784324576e+00 -4.692350333298713795e-03 6.270938954198295454e-04 1.342813030614307124e+00 -6.382372022828373126e-01 1.895258388563785673e-02
3.707574375236372122e-01 1.010288633067839337e+00 -4.849940851941761562e-03 6.302267014249404893e-04 1.388477775991865171e+00 -5.309220800935789963e-01 4.279595621439806485e-03
3.710287567552294496e-01 1.010671294082407190e+00 -4.978197952038418764e-03 6.293999394814891275e-04 1.425528774081809225e+00 -4.203055684282077653e-01 -1.042417511343477106e-02
3.713000141353086647e-01 1.011062660979637151e+00 -5.076262072064163453e-03 6.246187488489511261e-04 1.453717938326012371e+00 -3.071257444259322122e-01 -2.505995098678990424e-02
3.715712655183085467e-01 1.011460401324568936e+00 -5.143560461962528273e-03 6.159132294742883634e-04 1.472880923560918820e+00 -1.920569699505032535e-01 -3.954005082963239770e-02
3.718426902390749023e-01 1.011862332296158629e+00 -5.179693844741135519e-03 6.033279838027260982e-04 1.482904005004318515e+00 -7.573052578922806477e-02 -5.378405082106755414e-02
3.721142588915186122e-01 1.012265937573323393e+00 -5.184380159625088906e-03 5.869357167957961301e-04 1.483708269758564180e+00 4.112557925261998981e-02 -6.770151207140524818e-02
3.723860126297020012e-01 1.012668787508504531e+00 -5.157533423880231865e-03 5.668289575866763096e-04 1.475272135696170439e+00 1.578081506435756454e-01 -8.120737815029571705e-02
3.726582425080665062e-01 1.013068812802456309e+00 -5.099175577734376026e-03 5.430980873623829494e-04 1.457605129280399092e+00 2.737181707783326590e-01 -9.423030077362767876e-02
3.729304722394060079e-01 1.013462824942269913e+00 -5.009687266629948670e-03 5.159232537889020575e-04 1.430823468957651112e+00 3.879320304313179091e-01 -1.066649060132462273e-01
3.732035367784897195e-01 1.013849547392075667e+00 -4.889208214234901442e-03 4.853758503411482106e-04 1.394970061322423405e+00 5.000800594320489179e-01 -1.184685495867411342e-01
3.734770568579386385e-01 1.014225964682924586e+00 -4.738440552378036554e-03 4.516672371435463879e-04 1.350255081083701070e+00 6.092882561703086841e-01 -1.295457861645382402e-01
3.737516439907118126e-01 1.014590454533464747e+00 -4.557745182205618847e-03 4.149098959262079319e-04 1.296786733924536250e+00 7.150864839463363376e-01 -1.398448565254759857e-01
3.740273922487375446e-01 1.014940663711544566e+00 -4.347849389688621634e-03 3.752906560669138692e-04 1.234781632093174375e+00 8.167924105058061990e-01 -1.492934213910987740e-01
3.743042575237497394e-01 1.015274097789500951e+00 -4.109776818552895485e-03 3.330375869399573060e-04 1.164543442404319951e+00 9.136823681550263476e-01 -1.578179672636685626e-01
3.745827454861299088e-01 1.015588935884756516e+00 -3.844227151990937605e-03 2.883121695233412064e-04 1.086279955696646260e+00 1.005228158846965592e+00 -1.653641654975520625e-01
3.748635176240863176e-01 1.015883421653581031e+00 -3.551764637605620868e-03 2.412572889204213171e-04 1.000159203298998989e+00 1.090920448700713585e+00 -1.718782664258827197e-01
3.751528713811974614e-01 1.016160766570979090e+00 -3.226411759618772173e-03 1.910318528465931864e-04 9.044252234738812124e-01 1.171697817561226707e+00 -1.773965759803785014e-01
3.754418985732854153e-01 1.016409389083759551e+00 -2.879407976604398539e-03 1.394577780443156099e-04 8.023882971221009131e-01 1.244190524898782346e+00 -1.816594070380198878e-01
3.757306991536678020e-01 1.016627719849725331e+00 -2.513118854693523804e-03 8.688385139566807947e-05 6.947441127581912568e-01 1.307940707330113250e+00 -1.846418185711055093e-01
3.760194171749774439e-01 1.016814391964298459e+00 -2.129948301045741718e-03 3.365486864680480183e-05 5.821993241605258884e-01 1.362549055874537007e+00 -1.863263705970390760e-01
3.763081937494179852e-01 1.016968197225115889e+00 -1.732384708453235753e-03 -1.988108006510379977e-05 4.654851322182408380e-01 1.407662091984826391e+00 -1.867021918356472077e-01
3.765972082084667605e-01 1.017088105046586755e+00 -1.322937082001389994e-03 -7.338098833362889152e-05 3.453385381284541089e-01 1.442977743651597589e+00 -1.857648419678966933e-01
3.768865840233233122e-01 1.017173220476905948e+00 -9.042619909001460695e-04 -1.264901635879173993e-04 2.225395976803369869e-01 1.468233010357398172e+00 -1.835164379198873097e-01
3.771763976252749395e-01 1.017222822921076908e+00 -4.791532125160434031e-04 -1.788451240411652375e-04 9.790832316912395639e-02 1.483215194941033266e+00 -1.799668584715567454e-01
3.774669106631690640e-01 1.017236396887567729e+00 -5.019223187240201274e-05 -2.301162391444454205e-04 -2.779777414642107397e-02 1.487771319943295811e+00 -1.751304808697964066e-01
3.777582760060082534e-01 1.017213563077683736e+00 3.798260600233557436e-04 -2.799545024569544171e-04 -1.537588593252423308e-01 1.481787556723973553e+00 -1.690290733519836941e-01
3.780506759217819868e-01 1.017154115696910610e+00 8.080970541066349964e-04 -3.280172177072926236e-04 -2.791525188378856104e-01 1.465200326873698389e+00 -1.616905597551513973e-01
3.783444984746175410e-01 1.017057943150309285e+00 1.232060086371370659e-03 -3.739945959687170280e-04 -4.032279723110749892e-01 1.437973710837304964e+00 -1.531431566686691226e-01
3.786399406296908632e-01 1.016925114672331487e+00 1.648811149715451001e-03 -4.175440831504770626e-04 -5.251341360488654963e-01 1.400123671816315030e+00 -1.434256124574129210e-01
3.789349385279740523e-01 1.016757308282083772e+00 2.052352016247800757e-03 -4.580266371030970534e-04 -6.431158044194839052e-01 1.352127473129248969e+00 -1.326702796149824282e-01
3.792281809463077802e-01 1.016556871124923989e+00 2.438121134451148690e-03 -4.950020071535832017e-04 -7.558398003336702642e-01 1.294658211197972975e+00 -1.210147657172752911e-01
3.795198384002603786e-01 1.016325689789478126e+00 2.803850450231187494e-03 -5.282814868977120555e-04 -8.626443014470300819e-01 1.228258980191738958e+00 -1.085525116985539690e-01
3.798102460414590209e-01 1.016065596605297827e+00 3.147633484167554514e-03 -5.577170185300155212e-04 -9.629733992858159342e-01 1.153457684483627066e+00 -9.537063996847705560e-02
3.800996684617041765e-01 1.015778525506327412e+00 3.467603446209205961e-03 -5.831698486422623928e-04 -1.056283022500197344e+00 1.070811689202488148e+00 -8.155928383433661000e-02
3.803882438344399763e-01 1.015466606987552645e+00 3.761894248050734035e-03 -6.045100171193089518e-04 -1.142029656821340833e+00 9.809352484557321006e-01 -6.721532161134642636e-02
3.806763484670250275e-01 1.015131779088906061e+00 4.029012150695203930e-03 -6.216435197768023935e-04 -1.219778634016608576e+00 8.843874150997885764e-01 -5.242442453465874508e-02
3.809639558949490801e-01 1.014776509881175626e+00 4.267216417750742743e-03 -6.344702553935161653e-04 -1.289023771819202135e+00 7.818803034937991114e-01 -3.729350062223418111e-02
3.812512483885228121e-01 1.014403118640342827e+00 4.475131896721710155e-03 -6.429271722570992697e-04 -1.349365807692456620e+00 6.740834483031112878e-01 -2.191981768037535444e-02
3.815382935602640302e-01 1.014014147451574921e+00 4.651461296180106446e-03 -6.469702902412221906e-04 -1.400428662409430647e+00 5.617309668638647002e-01 -6.407302180212303550e-03
3.818253412972628102e-01 1.013611960609960505e+00 4.795182135062611532e-03 -6.465806834741468596e-04 -1.441916519536425634e+00 4.455058690399343879e-01 9.149634889594752268e-03
3.821124739101791068e-01 1.013199211178370307e+00 4.905329263495731250e-03 -6.417589235481479821e-04 -1.473550818364364856e+00 3.261748122771616631e-01 2.464742285229921601e-02
3.823998354474058003e-01 1.012778526271914226e+00 4.981141909534584494e-03 -6.325288695953611455e-04 -1.495112842942846187e+00 2.044972041085111325e-01 3.998594336210255229e-02
3.826932380917677512e-01 1.012344165870421531e+00 5.022475959196172346e-03 -6.186255213445247684e-04 -1.506551610691522880e+00 7.881105861985006344e-02 5.535895413383302988e-02
3.829695594968031136e-01 1.011933414681513321e+00 5.027809685680761573e-03 -6.014828095996138831e-04 -1.507479054834282683e+00 -4.009212216424080932e-02 6.947165609149463794e-02
3.832381162574220457e-01 1.011535188569686161e+00 5.001729755143151900e-03 -5.811647146926648662e-04 -1.499221981609902832e+00 -1.554146408569160587e-01 8.276019636832358806e-02
3.835057348291503465e-01 1.011141728655703620e+00 4.945240211305123625e-03 -5.574551679837929947e-04 -1.482062638170888347e+00 -2.694013098976729692e-01 9.550200005334406883e-02
3.837729767289691507e-01 1.010754539308150290e+00 4.858784748423591870e-03 -5.304727493721288429e-04 -1.456133406809550612e+00 -3.816160781814655345e-01 1.076507126693506955e-01
3.840397831552620489e-01 1.010375987865050451e+00 4.743034296946567301e-03 -5.004003873048248419e-04 -1.421634567715267528e+00 -4.913727395542025755e-01 1.191333691164657982e-01
3.843062276014179157e-01 1.010008184841083123e+00 4.598776673060407487e-03 -4.674238327924771369e-04 -1.378800235952416520e+00 -5.980592637111424859e-01 1.298872970871191024e-01
3.845723130033833481e-01 1.009653265357694840e+00 4.426981484088240819e-03 -4.317515002596895965e-04 -1.327917814131586605e+00 -7.010562256999848252e-01 1.398513173219443073e-01
3.848381040344739934e-01 1.009313197135194073e+00 4.228724961317099386e-03 -3.935972536696787745e-04 -1.269305674112634064e+00 -7.997924974858124925e-01 1.489713632080281180e-01
3.851038476393627841e-01 1.008989646885059877e+00 4.005046081269689716e-03 -3.531576073158011579e-04 -1.203270798126379049e+00 -8.937841339523040496e-01 1.572032297215345265e-01
3.853694085793066271e-01 1.008684667752947961e+00 3.757411712248203989e-03 -3.106964413480110430e-04 -1.130246125025792026e+00 -9.824346836978488096e-01 1.644949577242986183e-01
3.856347839097455377e-01 1.008400023040180615e+00 3.487334314945484109e-03 -2.664705175744850490e-04 -1.050677498367241780e+00 -1.065231522783529838e+00 1.708051263206616655e-01
3.859000089045045434e-01 1.008137313005732949e+00 3.196411002793679915e-03 -2.207395709536793160e-04 -9.650353090326945216e-01 -1.141709090046386654e+00 1.760990125278876495e-01
3.861651776340195297e-01 1.007897965353077074e+00 2.886275090207276323e-03 -1.737601610241086959e-04 -8.738002865528452512e-01 -1.211451712413589954e+00 1.803483031711652085e-01
3.864302606948034069e-01 1.007683395694656259e+00 2.558800156578638473e-03 -1.258166948039978676e-04 -7.775235363278504286e-01 -1.274046854912368465e+00 1.835281991601789842e-01
3.866952316233527309e-01 1.007494858893849932e+00 2.215962600790915855e-03 -7.719872957492541815e-05 -6.767860411829293987e-01 -1.329128358278473421e+00 1.856207591091131315e-01
3.869601903692888034e-01 1.007333373547272926e+00 1.859658276143384562e-03 -2.817605136249141449e-05 -5.721448218844256139e-01 -1.376398571224451306e+00 1.866151528748285215e-01
3.872251251679488804e-01 1.007199890024901068e+00 1.491998574439655370e-03 2.095913176863434789e-05 -4.642199445628353849e-01 -1.415579273067408161e+00 1.865056767502706603e-01
3.874899478193495339e-01 1.007095214859487831e+00 1.115272540534011049e-03 6.989997964980111623e-05 -3.536833031181036424e-01 -1.446433619799099457e+00 1.852938617096751839e-01
3.877549023239119652e-01 1.007019869939904888e+00 7.313452842488853871e-04 1.184020421525670635e-04 -2.410821441689748046e-01 -1.468807789593697510e+00 1.829856357413506274e-01
3.880197770088392173e-01 1.006974366564261869e+00 3.427753025961682528e-04 1.661397257916203969e-04 -1.271668465849562224e-01 -1.482550011565352266e+00 1.795961642893439958e-01
3.882847453181126340e-01 1.006958944757401886e+00 -4.840911149190456580e-05 2.128617935923207444e-04 -1.253202319430907381e-02 -1.487587824976255524e+00 1.751431970421889750e-01
3.885496896536352329e-01 1.006973713920009894e+00 -4.397375607283831537e-04 2.582707605356352886e-04 1.020983932284165729e-01 -1.483885938279504213e+00 1.696546299778679545e-01
3.888148422544745464e-01 1.007018631688225030e+00 -8.292509966027972667e-04 3.021360638537117014e-04 2.161505322179361477e-01 -1.471453746696017140e+00 1.631570870466892975e-01
3.890799591111550049e-01 1.007093422052923071e+00 -1.214298217152824308e-03 3.441560422082552044e-04 3.288481067922831014e-01 -1.450367270844476364e+00 1.556940451428518446e-01
3.893452636426310010e-01 1.007197733263327510e+00 -1.592931888047709058e-03 3.841153035575896866e-04 4.396211847295057873e-01 -1.420725490756668874e+00 1.473026495357415144e-01
3.896109351693635148e-01 1.007331112405379425e+00 -1.963151392682784512e-03 4.217967373725676258e-04 5.478843966629498574e-01 -1.382656593406511591e+00 1.380242234888318376e-01
3.898767326220995422e-01 1.007492730786941904e+00 -2.322408094935536193e-03 4.569354396749132868e-04 6.528924096292820778e-01 -1.336396742914595537e+00 1.279199611615491616e-01
3.901447197160565206e-01 1.007683242272273683e+00 -2.671189431762712851e-03 4.895583673187164225e-04 7.547871552287099828e-01 -1.281757367592370356e+00 1.169617146622935200e-01
3.904177744664448224e-01 1.007904638033869871e+00 -3.010527783146593837e-03 5.196973571610264027e-04 8.538682048467893804e-01 -1.218163552311052111e+00 1.050687349990717806e-01
3.906945327884263630e-01 1.008155728058578893e+00 -3.335792847399285475e-03 5.468585267354540832e-04 9.487809708788813579e-01 -1.145952978696867630e+00 9.234126653676896779e-02
3.909666281070200977e-01 1.008427230359769444e+00 -3.635236012198648364e-03 5.700691048073714198e-04 1.036097718679910296e+00 -1.067795409633484516e+00 7.924682568027856255e-02
3.912383877570804747e-01 1.008721098704285168e+00 -3.912315706043215623e-03 5.896487385772830082e-04 1.116828919465830960e+00 -9.831302728468275243e-01 6.567508325949840409e-02
3.915098234938616528e-01 1.009035450247741439e+00 -4.165414047266971682e-03 6.054897026413970677e-04 1.190503656494513951e+00 -8.925001875607699864e-01 5.171154977417122267e-02
3.917811234568937540e-01 1.009368512786460004e+00 -4.393206330842495955e-03 6.175140694557986398e-04 1.256736745177751358e+00 -7.964161554504051166e-01 3.743421970797901344e-02
3.920523111591474041e-01 1.009718238981293315e+00 -4.594344066830445897e-03 6.256535245430667460e-04 1.315136451679041585e+00 -6.954687738789822049e-01 2.293078366942086915e-02
3.923233630777756553e-01 1.010082424697604564e+00 -4.767608779658708690e-03 6.298622334044633132e-04 1.365349366339862813e+00 -5.902942049979853500e-01 8.292615319717156971e-03
3.925942351121323171e-01 1.010458748271766183e+00 -4.911956025100497510e-03 6.301202862501280571e-04 1.407073233900616671e+00 -4.815628757977067353e-01 -6.387139728191676240e-03
3.928652094702619335e-01 1.010845283537355366e+00 -5.026660842897970674e-03 6.264279983989696566e-04 1.440098792510525527e+00 -3.698311763305207056e-01 -2.103292248366562395e-02
3.931360862456792504e-01 1.011239372118448276e+00 -5.110932923286183940e-03 6.188107639909810670e-04 1.464198717607879452e+00 -2.558673634243620598e-01 -3.554339126904415558e-02
3.934070800315653260e-01 1.011638904778019210e+00 -5.164317160067742780e-03 6.073092097651540270e-04 1.479243046586560695e+00 -1.402812093258643256e-01 -4.984023901029298320e-02
3.936782848917345090e-01 1.012041570956440761e+00 -5.186446754642201964e-03 5.919835078867019063e-04 1.485127969471471410e+00 -2.374089851745768073e-02 -6.383945119837522442e-02
3.939496714222893159e-01 1.012444851894777287e+00 -5.177114288710555484e-03 5.729220575958655914e-04 1.481796655577459321e+00 9.302486966277387359e-02 -7.745199534289179399e-02
3.942213307464279004e-01 1.012846393840202808e+00 -5.136294459594359547e-03 5.502275376801964027e-04 1.469245358645121069e+00 2.093348860623071850e-01 -9.059683056989077665e-02
3.944933275295270381e-01 1.013243800005412254e+00 -5.064123341586640285e-03 5.240237202090807216e-04 1.447517650882434337e+00 3.244952288124436368e-01 -1.031935597908503754e-01
3.947658322644027051e-01 1.013634829519376224e+00 -4.960857186461753963e-03 4.944417484450106979e-04 1.416692062217115300e+00 4.378569183935906439e-01 -1.151686748406303001e-01
3.950387244156906563e-01 1.014016838914584495e+00 -4.827031353771171936e-03 4.616637268824241662e-04 1.376929459750516616e+00 5.486539797954897990e-01 -1.264386061997095079e-01
3.953123861301665598e-01 1.014387909659593356e+00 -4.663102175239004429e-03 4.258303054059834692e-04 1.328366484440054007e+00 6.563304095596272925e-01 -1.369434719425920433e-01
3.955868850086335931e-01 1.014745690332486960e+00 -4.469798711300476506e-03 3.871336781229990599e-04 1.271220297682332800e+00 7.602044424356859675e-01 -1.466122225989852368e-01
3.958623503835265733e-01 1.015087938093764963e+00 -4.247969990208621573e-03 3.457754614048849369e-04 1.205743040187655435e+00 8.596255409394063518e-01 -1.553791011309814118e-01
3.961398258125409244e-01 1.015413475965053935e+00 -3.997748711137776023e-03 3.018256313838825456e-04 1.131975483182146469e+00 9.542528107088541489e-01 -1.632053484220472861e-01
3.964191907501947165e-01 1.015719637055300328e+00 -3.720305714805016966e-03 2.555428961037719562e-04 1.050264676795691798e+00 1.043312412638319309e+00 -1.700150168530404349e-01
3.967081763782291381e-01 1.016011419798819704e+00 -3.408291537046306222e-03 2.058425155486274963e-04 9.584509540220467194e-01 1.128262684093211510e+00 -1.758820865119561927e-01
3.969971054111718911e-01 1.016275793711231223e+00 -3.073062359020847876e-03 1.546436195597175112e-04 8.598798394348248220e-01 1.205313845878099199e+00 -1.805105429721264032e-01
3.972857867682328958e-01 1.016510781852192125e+00 -2.717214632073442979e-03 1.023420795472974231e-04 7.553149392148857943e-01 1.273889551633314188e+00 -1.838667307725879718e-01
3.975743703639578741e-01 1.016714919144803497e+00 -2.343081682996256236e-03 4.927998309827552994e-05 6.454420545462145054e-01 1.333562035519033850e+00 -1.859310708209026552e-01
3.978629208632583070e-01 1.016886848592219117e+00 -1.953199301716890702e-03 -4.181648053455746551e-06 5.310061365617032569e-01 1.383934508721008427e+00 -1.866903860141095606e-01
3.981516616677585052e-01 1.017025476534713535e+00 -1.549972778785082368e-03 -5.770891756009352178e-05 4.127135413677365250e-01 1.424686624650761235e+00 -1.861388387072512585e-01
3.984406780167388806e-01 1.017129793431052365e+00 -1.136069198087762740e-03 -1.109410072690163288e-04 2.913471785318446639e-01 1.455521998847062681e+00 -1.842769553516116765e-01
3.987301256980971820e-01 1.017198997342656508e+00 -7.141283051865947090e-04 -1.635296661910545367e-04 1.676816472404621117e-01 1.476204407482082592e+00 -1.811120531986154802e-01
3.990202222286433620e-01 1.017232455117565548e+00 -2.867608770751791931e-04 -2.151376732794325962e-04 4.248281215234031571e-02 1.486546557260937318e+00 -1.766568950919419068e-01
3.993111410295298036e-01 1.017229676239267411e+00 1.432989700966793201e-04 -2.654198222196468338e-04 -8.344756281129499242e-02 1.486402284294599641e+00 -1.709307920215856480e-01
3.996030437615870068e-01 1.017190339859822323e+00 5.732414717945934603e-04 -3.140297561018876547e-04 -2.092858302347576638e-01 1.475674455775986438e+00 -1.639599003082880813e-01
3.998962743347707072e-01 1.017114247116947201e+00 1.000465955624287246e-03 -3.606511994670352555e-04 -3.342697732472002525e-01 1.454301603668769260e+00 -1.557718671276562550e-01
4.001910737714858834e-01 1.017001344468531965e+00 1.422153870715440940e-03 -4.049489875300846969e-04 -4.575736202480600867e-01 1.422264024147740891e+00 -1.464022171242217452e-01
4.004869717283597863e-01 1.016852142564317774e+00 1.834443098815981277e-03 -4.464913526639086331e-04 -5.780669341212831824e-01 1.379703768715622170e+00 -1.359194361191241873e-01
4.007807670652384080e-01 1.016669515201404916e+00 2.229950287806359982e-03 -4.845414603425555870e-04 -6.935919674398505208e-01 1.327441615751233206e+00 -1.245186807381784416e-01
4.010729418712453143e-01 1.016455124506421726e+00 2.606751044883270311e-03 -5.189475576133330747e-04 -8.035876570217549419e-01 1.265955953009342050e+00 -1.122823509533323189e-01
4.013638871057050306e-01 1.016210684171355849e+00 2.962913738950376762e-03 -5.495596303646372530e-04 -9.074909561975619265e-01 1.195740083369812856e+00 -9.929471894082216032e-02
4.016538614468709856e-01 1.015938050628311551e+00 3.296458683264624507e-03 -5.762287724827614864e-04 -1.004725027377926239e+00 1.117328549351699118e+00 -8.564556288567704012e-02
4.019428443202190948e-01 1.015639445728103940e+00 3.605243475492474984e-03 -5.988039149001090885e-04 -1.094666023323742410e+00 1.031361411342004430e+00 -7.143923803920916582e-02
4.022311355529582522e-01 1.015316874567408156e+00 3.887642694038502197e-03 -6.171849592521649018e-04 -1.176841183342540953e+00 9.384167543570679504e-01 -5.676595113208005722e-02
4.025189996954491312e-01 1.014972424206724622e+00 4.142103480900328517e-03 -6.312842922375735185e-04 -1.250799168432081165e+00 8.390964762887123118e-01 -4.171774793120293368e-02
4.028065043520875355e-01 1.014608490056995160e+00 4.367036209868459772e-03 -6.410243178370463079e-04 -1.316078405979869359e+00 7.340916491445960146e-01 -2.639763610053712239e-02
4.030937259447285315e-01 1.014227556502896643e+00 4.561044144759378305e-03 -6.463543759613933366e-04 -1.372273981036550961e+00 6.241193623781192690e-01 -1.090910311206477919e-02
4.033809025628604661e-01 1.013831967976641435e+00 4.723000730489898373e-03 -6.472493334987641095e-04 -1.419059891836525367e+00 5.098565725334011089e-01 4.652680357649321800e-03
4.036680959279838610e-01 1.013424372793071182e+00 4.851827121175879623e-03 -6.437037949330988657e-04 -1.456124613676470059e+00 3.920682397380245710e-01 2.018286815276068222e-02
4.039554882765616917e-01 1.013007316287032555e+00 4.946677026400304704e-03 -6.357351684695561334e-04 -1.483224562460605744e+00 2.714898372071733457e-01 3.558319170864215897e-02
4.042432148124107671e-01 1.012583465459238941e+00 5.006843101643093652e-03 -6.233829650100546288e-04 -1.500157033456521072e+00 1.488922338718861038e-01 5.075310713495131965e-02
4.045378186082764227e-01 1.012146008986237744e+00 5.031940823229389542e-03 -6.062906392174827620e-04 -1.506798525805133959e+00 2.230315407997882429e-02 6.591770166698993072e-02
4.048072779755274020e-01 1.011745492708416405e+00 5.022395592999481795e-03 -5.868242290194122714e-04 -1.503355483606920506e+00 -9.364573130379784394e-02 7.936840071394211937e-02
4.050755549025687463e-01 1.011348847484075941e+00 4.982098622411636896e-03 -5.639265351627078442e-04 -1.490913921421749500e+00 -2.085208767568936528e-01 9.227756416247823168e-02
4.053434635983286238e-01 1.010957238444785578e+00 4.911436239875723378e-03 -5.376972229786527524e-04 -1.469588907728630156e+00 -3.219845269315156355e-01 1.046103258500547389e-01
4.056106395807489995e-01 1.010573512963841347e+00 4.811114005827625724e-03 -5.083505955682724028e-04 -1.439591696185576364e+00 -4.332114955755621000e-01 1.162790826223054352e-01
4.058774855414707949e-01 1.010199342021266267e+00 4.681756831771739617e-03 -4.760377193476388654e-04 -1.401108007265932542e+00 -5.417172374947756275e-01 1.272350703723005572e-01
4.061439750240956603e-01 1.009836953613595156e+00 4.524259034466049899e-03 -4.409668832917386806e-04 -1.354403336619711018e+00 -6.468555548036359903e-01 1.374142766288201090e-01
4.064101256625167191e-01 1.009488430075983656e+00 4.339655013918540354e-03 -4.033562215949504023e-04 -1.299783951381190183e+00 -7.480221893327302363e-01 1.467595400077792434e-01
4.066759962409232099e-01 1.009155711447103920e+00 4.129091763791962501e-03 -3.634306290997263412e-04 -1.237588848043731815e+00 -8.446538881377017027e-01 1.552200715314656920e-01
4.069418277799798367e-01 1.008840437481852925e+00 3.893671161684568102e-03 -3.213960274150671754e-04 -1.168143318754562232e+00 -9.362743748367441388e-01 1.627546999755664081e-01
4.072074468559954696e-01 1.008544651800692638e+00 3.634972426059495179e-03 -2.775328409093302719e-04 -1.091913077686858191e+00 -1.022289723766495184e+00 1.693150013972719858e-01
4.074729445837144692e-01 1.008269962919327245e+00 3.354477741140203702e-03 -2.320902181919391890e-04 -1.009334718461065927e+00 -1.102232089288025518e+00 1.748660526713667618e-01
4.077383327161068771e-01 1.008017951520734146e+00 3.053857117876189377e-03 -1.853380580172924472e-04 -9.208997875569868707e-01 -1.175641380102925737e+00 1.793764423510870176e-01
4.080036259453206915e-01 1.007790062958529020e+00 2.734888569905467859e-03 -1.375527083706140792e-04 -8.271312382571833766e-01 -1.242096498831439799e+00 1.828208481959779641e-01
4.082688419025642945e-01 1.007587601120510934e+00 2.399447151410573180e-03 -8.901538033049141241e-05 -7.285802119567407198e-01 -1.301217136695252963e+00 1.851801000992368273e-01
4.085339747047849190e-01 1.007411739416737451e+00 2.049529414336510001e-03 -4.001549041907111865e-05 -6.258332182683318257e-01 -1.352660557280242148e+00 1.864411378915080131e-01
4.087990096512852944e-01 1.007263495064952163e+00 1.687227544570196140e-03 9.153571751917509086e-06 -5.195045200131629404e-01 -1.396129081853897613e+00 1.865975375679859161e-01
4.090641054564594370e-01 1.007143646044330598e+00 1.314458763658942842e-03 5.822990921934641288e-05 -4.101567620759607458e-01 -1.431394546986797467e+00 1.856486889231928339e-01
